county,year,temp_anomaly_c,hot_days_above_35c,tropical_nights,source
Bungoma,2016,0.77,0,3,Simulated Data
Bungoma,2017,1.16,0,2,Simulated Data
Bungoma,2018,0.98,0,0,Simulated Data
Bungoma,2019,0.8,0,1,Simulated Data
Bungoma,2020,0.77,0,0,Simulated Data
Bungoma,2021,0.9,0,1,Simulated Data
Bungoma,2022,1.05,0,0,Simulated Data
Bungoma,2023,1.07,0,0,Simulated Data
Bungoma,2024,1.15,0,1,Simulated Data
Busia,1991,0.27,0,0,Simulated Data
Busia,1992,0.25,0,1,Simulated Data
Busia,1993,0.33,0,3,Simulated Data
Busia,1994,0.12,0,0,Simulated Data
Busia,1995,-0.16,0,0,Simulated Data
Busia,1996,0.49,0,1,Simulated Data
Busia,1997,0.06,0,0,Simulated Data
Busia,1998,0.15,0,1,Simulated Data
Busia,1999,0.54,0,1,Simulated Data
Busia,2000,0.04,0,2,Simulated Data
Busia,2001,0.06,0,0,Simulated Data
Busia,2002,0.57,0,0,Simulated Data
Busia,2003,0.68,0,3,Simulated Data
Busia,2004,0.36,0,0,Simulated Data
Busia,2005,0.29,0,3,Simulated Data
Busia,2006,0.7,0,3,Simulated Data
Busia,2007,0.15,0,0,Simulated Data
Busia,2008,0.28,0,0,Simulated Data
Busia,2009,0.35,0,0,Simulated Data
Busia,2010,0.29,0,2,Simulated Data
Busia,2011,0.97,0,0,Simulated Data
Busia,2012,0.87,0,0,Simulated Data
Busia,2013,0.45,0,0,Simulated Data
Busia,2014,0.57,0,0,Simulated Data
Busia,2015,0.49,0,0,Simulated Data
Busia,2016,0.62,0,0,Simulated Data
Busia,2017,0.45,0,0,Simulated Data
Busia,2018,0.86,0,0,Simulated Data
Busia,2019,0.9,0,0,Simulated Data
Busia,2020,0.97,0,0,Simulated Data
Busia,2021,0.57,0,0,Simulated Data
Busia,2022,1.19,0,0,Simulated Data
Busia,2023,0.93,0,0,Simulated Data
Busia,2024,1.12,0,2,Simulated Data
Siaya,1991,-0.15,0,2,Simulated Data
Siaya,1992,0.42,0,0,Simulated Data
Siaya,1993,-0.18,0,1,Simulated Data
Siaya,1994,0.08,0,2,Simulated Data
Siaya,1995,0.01,0,0,Simulated Data
Siaya,1996,0.01,0,2,Simulated Data
Siaya,1997,-0.12,0,3,Simulated Data
Siaya,1998,-0.05,0,0,Simulated Data
Siaya,1999,0.23,0,0,Simulated Data
Siaya,2000,0.31,0,1,Simulated Data
Siaya,2001,0.01,0,0,Simulated Data
Siaya,2002,0.15,0,0,Simulated Data
Siaya,2003,0.62,0,3,Simulated Data
Siaya,2004,0.77,0,0,Simulated Data
Siaya,2005,0.32,0,0,Simulated Data
Siaya,2006,0.12,0,2,Simulated Data
Siaya,2007,0.72,0,1,Simulated Data
Siaya,2008,0.29,0,2,Simulated Data
Siaya,2009,0.34,0,0,Simulated Data
Siaya,2010,0.87,0,1,Simulated Data
Siaya,2011,0.8,0,0,Simulated Data
Siaya,2012,0.51,0,0,Simulated Data
Siaya,2013,1.0,0,0,Simulated Data
Siaya,2014,0.46,0,2,Simulated Data
Siaya,2015,0.69,0,2,Simulated Data
Siaya,2016,0.47,0,0,Simulated Data
Siaya,2017,0.86,0,2,Simulated Data
Siaya,2018,0.73,0,0,Simulated Data
Siaya,2019,0.46,0,0,Simulated Data
Siaya,2020,0.88,0,2,Simulated Data
Siaya,2021,0.91,0,0,Simulated Data
Siaya,2022,0.56,0,0,Simulated Data
Siaya,2023,1.23,0,0,Simulated Data
Siaya,2024,0.95,0,0,Simulated Data
Kisii,1991,0.18,0,1,Simulated Data
Kisii,1992,-0.15,0,0,Simulated Data
Kisii,1993,0.3,0,2,Simulated Data
Kisii,1994,-0.21,0,0,Simulated Data
Kisii,1995,0.26,0,3,Simulated Data
Kisii,1996,0.06,0,0,Simulated Data
Kisii,1997,0.44,0,2,Simulated Data
Kisii,1998,0.0,0,0,Simulated Data
Kisii,1999,0.61,0,3,Simulated Data
Kisii,2000,0.08,0,1,Simulated Data
Kisii,2001,0.15,0,3,Simulated Data
Kisii,2002,0.64,0,0,Simulated Data
Kisii,2003,0.19,0,0,Simulated Data
Kisii,2004,0.56,0,1,Simulated Data
Kisii,2005,0.81,0,0,Simulated Data
Kisii,2006,0.11,0,0,Simulated Data
Kisii,2007,0.35,0,3,Simulated Data
Kisii,2008,0.26,0,3,Simulated Data
Kisii,2009,0.19,0,0,Simulated Data
Kisii,2010,0.65,0,3,Simulated Data
Kisii,2011,0.56,0,0,Simulated Data
Kisii,2012,0.61,0,2,Simulated Data
Kisii,2013,0.86,0,2,Simulated Data
Kisii,2014,0.94,0,0,Simulated Data
Kisii,2015,0.33,0,1,Simulated Data
Kisii,2016,0.68,0,2,Simulated Data
Kisii,2017,1.1,0,0,Simulated Data
Kisii,2018,0.96,0,0,Simulated Data
Kisii,2019,0.59,0,0,Simulated Data
Kisii,2020,1.13,0,1,Simulated Data
Kisii,2021,0.93,0,0,Simulated Data
Kisii,2022,0.77,0,0,Simulated Data
Kisii,2023,0.69,0,0,Simulated Data
Kisii,2024,1.31,0,1,Simulated Data
Nyamira,1991,0.13,0,2,Simulated Data
Nyamira,1992,0.08,0,2,Simulated Data
Nyamira,1993,-0.02,0,0,Simulated Data
Nyamira,1994,0.35,0,0,Simulated Data
Nyamira,1995,0.18,0,0,Simulated Data
Nyamira,1996,0.53,0,0,Simulated Data
Nyamira,1997,0.26,0,0,Simulated Data
Nyamira,1998,0.34,0,0,Simulated Data
Nyamira,1999,-0.02,0,0,Simulated Data
Nyamira,2000,0.62,0,3,Simulated Data
Nyamira,2001,0.11,0,0,Simulated Data
Nyamira,2002,0.21,0,0,Simulated Data
Nyamira,2003,0.51,0,0,Simulated Data
Nyamira,2004,0.48,0,0,Simulated Data
Nyamira,2005,0.31,0,2,Simulated Data
Nyamira,2006,0.43,0,0,Simulated Data
Nyamira,2007,0.72,0,0,Simulated Data
Nyamira,2008,0.18,0,0,Simulated Data
Nyamira,2009,0.81,0,0,Simulated Data
Nyamira,2010,0.82,0,0,Simulated Data
Nyamira,2011,0.57,0,3,Simulated Data
Nyamira,2012,0.32,0,1,Simulated Data
Nyamira,2013,0.69,0,0,Simulated Data
Nyamira,2014,0.62,0,1,Simulated Data
Nyamira,2015,1.1,0,1,Simulated Data
Nyamira,2016,0.4,0,0,Simulated Data
Nyamira,2017,0.87,0,1,Simulated Data
Nyamira,2018,0.47,0,0,Simulated Data
Nyamira,2019,0.76,0,2,Simulated Data
Nyamira,2020,0.96,0,0,Simulated Data
Nyamira,2021,0.58,0,0,Simulated Data
Nyamira,2022,1.07,0,0,Simulated Data
Nyamira,2023,0.88,0,0,Simulated Data
Nyamira,2024,1.25,0,0,Simulated Data
Migori,1991,-0.27,0,0,Simulated Data
Migori,1992,-0.18,0,1,Simulated Data
Migori,1993,0.43,0,2,Simulated Data
Migori,1994,0.44,0,1,Simulated Data
Migori,1995,0.22,0,2,Simulated Data
Migori,1996,0.18,0,0,Simulated Data
Migori,1997,0.37,0,0,Simulated Data
Migori,1998,0.48,0,2,Simulated Data
Migori,1999,0.19,0,2,Simulated Data
Migori,2000,0.07,0,0,Simulated Data
Migori,2001,0.31,0,0,Simulated Data
Migori,2002,0.19,0,0,Simulated Data
Migori,2003,-0.03,0,3,Simulated Data
Migori,2004,0.31,0,0,Simulated Data
Migori,2005,0.56,0,3,Simulated Data
Migori,2006,0.37,0,0,Simulated Data
Migori,2007,0.87,0,1,Simulated Data
Migori,2008,0.64,0,0,Simulated Data
Migori,2009,0.89,0,1,Simulated Data
Migori,2010,0.35,0,0,Simulated Data
Migori,2011,0.53,0,0,Simulated Data
Migori,2012,0.56,0,2,Simulated Data
Migori,2013,0.33,0,0,Simulated Data
Migori,2014,0.3,0,1,Simulated Data
Migori,2015,0.45,0,0,Simulated Data
Migori,2016,1.02,0,0,Simulated Data
Migori,2017,0.57,0,3,Simulated Data
Migori,2018,0.75,0,0,Simulated Data
Migori,2019,0.9,0,0,Simulated Data
Migori,2020,0.94,0,2,Simulated Data
Migori,2021,0.75,0,1,Simulated Data
Migori,2022,0.85,0,0,Simulated Data
Migori,2023,0.78,0,0,Simulated Data
Migori,2024,1.31,0,0,Simulated Data
Homa Bay,1991,-0.36,0,2,Simulated Data
Homa Bay,1992,0.27,0,0,Simulated Data
Homa Bay,1993,0.31,0,0,Simulated Data
Homa Bay,1994,0.05,0,2,Simulated Data
Homa Bay,1995,-0.21,0,2,Simulated Data
Homa Bay,1996,-0.21,0,0,Simulated Data
Homa Bay,1997,0.05,0,0,Simulated Data
Homa Bay,1998,-0.06,0,2,Simulated Data
Homa Bay,1999,0.45,0,0,Simulated Data
Homa Bay,2000,0.08,0,0,Simulated Data
Homa Bay,2001,0.44,0,0,Simulated Data
Homa Bay,2002,0.24,0,0,Simulated Data
Homa Bay,2003,0.47,0,2,Simulated Data
Homa Bay,2004,0.71,0,0,Simulated Data
Homa Bay,2005,0.35,0,1,Simulated Data
Homa Bay,2006,0.71,0,2,Simulated Data
Homa Bay,2007,0.4,0,1,Simulated Data
Homa Bay,2008,0.4,0,0,Simulated Data
Homa Bay,2009,0.2,0,0,Simulated Data
Homa Bay,2010,0.96,0,2,Simulated Data
Homa Bay,2011,0.73,0,2,Simulated Data
Homa Bay,2012,0.46,0,1,Simulated Data
Homa Bay,2013,0.59,0,0,Simulated Data
Homa Bay,2014,0.74,0,0,Simulated Data
Homa Bay,2015,1.07,0,2,Simulated Data
Homa Bay,2016,0.79,0,0,Simulated Data
Homa Bay,2017,1.03,0,2,Simulated Data
Homa Bay,2018,1.2,0,0,Simulated Data
Homa Bay,2019,1.05,0,2,Simulated Data
Homa Bay,2020,0.55,0,3,Simulated Data
Homa Bay,2021,1.04,0,0,Simulated Data
Homa Bay,2022,1.07,0,1,Simulated Data
Homa Bay,2023,1.11,0,0,Simulated Data
Homa Bay,2024,0.81,0,0,Simulated Data
Kericho,1991,0.15,0,1,Simulated Data
Kericho,1992,0.23,0,0,Simulated Data
Kericho,1993,-0.24,0,2,Simulated Data
Kericho,1994,-0.27,0,0,Simulated Data
Kericho,1995,0.1,0,0,Simulated Data
Kericho,1996,0.12,0,0,Simulated Data
Kericho,1997,-0.01,0,1,Simulated Data
Kericho,1998,0.15,0,0,Simulated Data
Kericho,1999,0.08,0,3,Simulated Data
Kericho,2000,-0.09,0,0,Simulated Data
Kericho,2001,0.35,0,0,Simulated Data
Kericho,2002,0.0,0,0,Simulated Data
Kericho,2003,0.69,0,0,Simulated Data
Kericho,2004,0.56,0,0,Simulated Data
Kericho,2005,0.58,0,2,Simulated Data
Kericho,2006,0.59,0,3,Simulated Data
Kericho,2007,0.32,0,0,Simulated Data
Kericho,2008,0.28,0,1,Simulated Data
Kericho,2009,0.61,0,1,Simulated Data
Kericho,2010,0.43,0,0,Simulated Data
Kericho,2011,0.47,0,0,Simulated Data
Kericho,2012,0.9,0,1,Simulated Data
Kericho,2013,0.34,0,1,Simulated Data
Kericho,2014,0.91,0,0,Simulated Data
Kericho,2015,0.89,0,0,Simulated Data
Kericho,2016,0.36,0,2,Simulated Data
Kericho,2017,1.15,0,0,Simulated Data
Kericho,2018,0.48,0,0,Simulated Data
Kericho,2019,0.93,0,0,Simulated Data
Kericho,2020,0.55,0,0,Simulated Data
Kericho,2021,0.64,0,0,Simulated Data
Kericho,2022,0.96,0,3,Simulated Data
Kericho,2023,1.03,0,0,Simulated Data
Kericho,2024,0.83,0,1,Simulated Data
Bomet,1991,0.15,0,0,Simulated Data
Bomet,1992,0.14,0,0,Simulated Data
Bomet,1993,0.21,0,2,Simulated Data
Bomet,1994,0.39,0,1,Simulated Data
Bomet,1995,0.22,0,0,Simulated Data
Bomet,1996,-0.02,0,1,Simulated Data
Bomet,1997,0.46,0,0,Simulated Data
Bomet,1998,0.58,0,0,Simulated Data
Bomet,1999,0.31,0,0,Simulated Data
Bomet,2000,-0.08,0,1,Simulated Data
Bomet,2001,0.34,0,1,Simulated Data
Bomet,2002,0.59,0,0,Simulated Data
Bomet,2003,0.51,0,0,Simulated Data
Bomet,2004,0.48,0,2,Simulated Data
Bomet,2005,0.49,0,0,Simulated Data
Bomet,2006,0.56,0,0,Simulated Data
Bomet,2007,0.64,0,0,Simulated Data
Bomet,2008,0.84,0,0,Simulated Data
Bomet,2009,0.19,0,1,Simulated Data
Bomet,2010,0.44,0,0,Simulated Data
Bomet,2011,0.81,0,0,Simulated Data
Bomet,2012,0.98,0,0,Simulated Data
Bomet,2013,0.73,0,0,Simulated Data
Bomet,2014,0.34,0,0,Simulated Data
Bomet,2015,0.45,0,3,Simulated Data
Bomet,2016,0.71,0,0,Simulated Data
Bomet,2017,0.47,0,0,Simulated Data
Bomet,2018,0.72,0,0,Simulated Data
Bomet,2019,0.96,0,2,Simulated Data
Bomet,2020,1.22,0,3,Simulated Data
Bomet,2021,0.62,0,1,Simulated Data
Bomet,2022,1.0,0,0,Simulated Data
Bomet,2023,0.66,0,0,Simulated Data
Bomet,2024,1.18,0,0,Simulated Data
Narok,1991,0.04,0,2,Simulated Data
Narok,1992,0.09,0,2,Simulated Data
Narok,1993,0.09,0,0,Simulated Data
Narok,1994,0.42,0,0,Simulated Data
Narok,1995,-0.17,0,0,Simulated Data
Narok,1996,0.23,0,3,Simulated Data
Narok,1997,0.38,0,2,Simulated Data
Narok,1998,-0.13,0,1,Simulated Data
Narok,1999,0.5,0,0,Simulated Data
Narok,2000,0.62,0,2,Simulated Data
Narok,2001,0.68,0,1,Simulated Data
Narok,2002,-0.04,0,0,Simulated Data
Narok,2003,0.42,0,1,Simulated Data
Narok,2004,0.38,0,3,Simulated Data
Narok,2005,0.04,0,0,Simulated Data
Narok,2006,0.7,0,0,Simulated Data
Narok,2007,0.43,0,0,Simulated Data
Narok,2008,0.15,0,2,Simulated Data
Narok,2009,0.45,0,0,Simulated Data
Narok,2010,0.21,0,2,Simulated Data
Narok,2011,0.67,0,2,Simulated Data
Narok,2012,0.67,0,1,Simulated Data
Narok,2013,0.89,0,0,Simulated Data
Narok,2014,1.06,0,1,Simulated Data
Narok,2015,0.5,0,0,Simulated Data
Narok,2016,0.5,0,1,Simulated Data
Narok,2017,0.99,0,0,Simulated Data
Narok,2018,0.94,0,0,Simulated Data
Narok,2019,0.57,0,0,Simulated Data
Narok,2020,0.78,0,0,Simulated Data
Narok,2021,0.91,0,0,Simulated Data
Narok,2022,1.2,0,0,Simulated Data
Narok,2023,0.61,0,0,Simulated Data
Narok,2024,1.04,0,0,Simulated Data
Kajiado,1991,0.37,0,0,Simulated Data
Kajiado,1992,-0.33,0,0,Simulated Data
Kajiado,1993,0.18,0,3,Simulated Data
Kajiado,1994,0.36,0,0,Simulated Data
Kajiado,1995,-0.14,0,0,Simulated Data
Kajiado,1996,0.16,0,0,Simulated Data
Kajiado,1997,0.57,0,3,Simulated Data
Kajiado,1998,-0.08,0,0,Simulated Data
Kajiado,1999,-0.1,0,1,Simulated Data
Kajiado,2000,0.38,0,0,Simulated Data
Kajiado,2001,0.23,0,0,Simulated Data
Kajiado,2002,0.07,0,3,Simulated Data
Kajiado,2003,0.44,0,0,Simulated Data
Kajiado,2004,0.3,0,0,Simulated Data
Kajiado,2005,0.16,0,1,Simulated Data
Kajiado,2006,0.49,0,3,Simulated Data
Kajiado,2007,0.14,0,0,Simulated Data
Kajiado,2008,0.74,0,0,Simulated Data
Kajiado,2009,0.84,0,0,Simulated Data
Kajiado,2010,0.49,0,3,Simulated Data
Kajiado,2011,0.34,0,0,Simulated Data
Kajiado,2012,0.81,0,0,Simulated Data
Kajiado,2013,0.93,0,2,Simulated Data
Kajiado,2014,0.34,0,0,Simulated Data
Kajiado,2015,0.65,0,0,Simulated Data
Kajiado,2016,0.77,0,0,Simulated Data
Kajiado,2017,0.92,0,0,Simulated Data
Kajiado,2018,0.54,0,2,Simulated Data
Kajiado,2019,1.17,0,0,Simulated Data
Kajiado,2020,0.75,0,0,Simulated Data
Kajiado,2021,0.83,0,1,Simulated Data
Kajiado,2022,0.99,0,0,Simulated Data
Kajiado,2023,1.0,0,0,Simulated Data
Kajiado,2024,1.18,0,0,Simulated Data
Machakos,1991,0.22,0,0,Simulated Data
Machakos,1992,0.19,0,2,Simulated Data
Machakos,1993,0.25,0,0,Simulated Data
Machakos,1994,-0.2,0,0,Simulated Data
Machakos,1995,0.2,0,0,Simulated Data
Machakos,1996,-0.24,0,0,Simulated Data
Machakos,1997,0.37,0,1,Simulated Data
Machakos,1998,0.56,0,0,Simulated Data
Machakos,1999,-0.09,0,0,Simulated Data
Machakos,2000,0.2,0,2,Simulated Data
Machakos,2001,0.06,0,2,Simulated Data
Machakos,2002,0.39,0,1,Simulated Data
Machakos,2003,0.61,0,1,Simulated Data
Machakos,2004,0.72,0,0,Simulated Data
Machakos,2005,0.24,0,0,Simulated Data
Machakos,2006,0.3,0,1,Simulated Data
Machakos,2007,0.42,0,0,Simulated Data
Machakos,2008,0.18,0,0,Simulated Data
Machakos,2009,0.31,0,0,Simulated Data
Machakos,2010,0.82,0,1,Simulated Data
Machakos,2011,0.74,0,3,Simulated Data
Machakos,2012,0.25,0,2,Simulated Data
Machakos,2013,0.63,0,1,Simulated Data
Machakos,2014,0.83,0,3,Simulated Data
Machakos,2015,0.9,0,2,Simulated Data
Machakos,2016,0.39,0,2,Simulated Data
Machakos,2017,0.58,0,0,Simulated Data
Machakos,2018,1.1,0,1,Simulated Data
Machakos,2019,0.63,0,2,Simulated Data
Machakos,2020,0.72,0,0,Simulated Data
Machakos,2021,1.28,0,3,Simulated Data
Machakos,2022,0.77,0,2,Simulated Data
Machakos,2023,1.11,0,0,Simulated Data
Machakos,2024,0.69,0,1,Simulated Data
Makueni,1991,0.06,0,0,Simulated Data
Makueni,1992,-0.12,0,1,Simulated Data
Makueni,1993,0.26,0,0,Simulated Data
Makueni,1994,-0.09,0,2,Simulated Data
Makueni,1995,0.45,0,2,Simulated Data
Makueni,1996,0.47,2,0,Simulated Data
Makueni,1997,0.55,0,0,Simulated Data
Makueni,1998,-0.14,0,0,Simulated Data
Makueni,1999,0.04,0,2,Simulated Data
Makueni,2000,0.57,0,2,Simulated Data
Makueni,2001,0.59,3,0,Simulated Data
Makueni,2002,0.48,3,3,Simulated Data
Makueni,2003,0.23,0,1,Simulated Data
Makueni,2004,0.4,0,0,Simulated Data
Makueni,2005,0.66,4,0,Simulated Data
Makueni,2006,0.81,0,1,Simulated Data
Makueni,2007,0.68,4,5,Simulated Data
Makueni,2008,0.36,2,0,Simulated Data
Makueni,2009,0.7,3,3,Simulated Data
Makueni,2010,0.37,2,0,Simulated Data
Makueni,2011,0.24,0,0,Simulated Data
Makueni,2012,0.91,1,0,Simulated Data
Makueni,2013,0.93,3,0,Simulated Data
Makueni,2014,0.87,2,2,Simulated Data
Makueni,2015,0.69,4,4,Simulated Data
Makueni,2016,0.92,0,2,Simulated Data
Makueni,2017,0.92,5,2,Simulated Data
Makueni,2018,1.11,6,1,Simulated Data
Makueni,2019,0.77,5,0,Simulated Data
Makueni,2020,1.24,7,5,Simulated Data
Makueni,2021,0.72,0,3,Simulated Data
Makueni,2022,0.77,4,2,Simulated Data
Makueni,2023,0.67,0,0,Simulated Data
Makueni,2024,1.37,5,2,Simulated Data
Kitui,1991,-0.12,14,8,Simulated Data
Kitui,1992,0.33,17,10,Simulated Data
Kitui,1993,-0.23,17,9,Simulated Data
Kitui,1994,-0.25,14,9,Simulated Data
Kitui,1995,0.05,14,10,Simulated Data
Kitui,1996,-0.09,17,11,Simulated Data
Kitui,1997,0.12,15,8,Simulated Data
Kitui,1998,0.41,18,10,Simulated Data
Kitui,1999,0.32,22,13,Simulated Data
Kitui,2000,0.61,18,8,Simulated Data
Kitui,2001,0.06,14,7,Simulated Data
Kitui,2002,-0.07,18,13,Simulated Data
Kitui,2003,0.55,15,7,Simulated Data
Kitui,2004,0.04,17,13,Simulated Data
Kitui,2005,0.36,13,8,Simulated Data
Kitui,2006,0.33,16,10,Simulated Data
Kitui,2007,0.65,16,7,Simulated Data
Kitui,2008,0.91,19,9,Simulated Data
Kitui,2009,0.29,12,7,Simulated Data
Kitui,2010,0.81,19,11,Simulated Data
Kitui,2011,0.74,20,14,Simulated Data
Kitui,2012,0.92,17,12,Simulated Data
Kitui,2013,0.63,24,14,Simulated Data
Kitui,2014,1.08,26,14,Simulated Data
Kitui,2015,0.75,25,17,Simulated Data
Kitui,2016,0.43,20,11,Simulated Data
Kitui,2017,0.39,17,9,Simulated Data
Kitui,2018,1.07,21,15,Simulated Data
Kitui,2019,0.44,16,8,Simulated Data
Kitui,2020,0.66,15,7,Simulated Data
Kitui,2021,0.94,20,12,Simulated Data
Kitui,2022,0.83,25,17,Simulated Data
Kitui,2023,0.95,20,10,Simulated Data
Kitui,2024,1.35,21,11,Simulated Data
